,DATE,ID,px_last_splits,px_last_full,cur_mkt_cap,px_volume,spy_splits,spy_tr,eps,sales,cfo_ltm_a,fcf_ltm_a,capex,dvd,opmargin1,book_value,shares_outstanding
128,2023-11-30,AAPL US Equity,189.95,189.02416743146605,2954245242400.0,48794366.0,456.4,448.80079955440345,6.13,383285.0,110543.0,99584.0,-10959.0,-15025.0,29.821412265024723,62146000000.0,15672.4
129,2023-12-31,AAPL US Equity,192.53,191.59159229049834,2994371342560.0005,42672148.0,475.31,469.2909390472002,6.13,383285.0,110543.0,99584.0,-10959.0,-15025.0,29.821412265024723,62146000000.0,15672.4
130,2023-12-31,IBM US Equity,163.55,157.84421169771113,149340543922.55002,2526169.0,475.31,469.2909390472002,7.53,61170.0,13433.0,12079.0,-1354.0,-6016.0,13.173124080431583,23156000000.0,923.7
131,2024-01-31,IBM US Equity,183.66,177.25263173587055,167703358586.45996,8876055.0,482.88,476.76507678591247,8.14,61860.0,13931.0,12443.0,-1488.0,-6040.0,13.776268994503718,22613000000.0,927.3
132,2024-02-29,IBM US Equity,185.03,180.2027883730881,169625299225.44,6458487.0,508.08,501.64595802971,8.14,61860.0,13931.0,12686.0,-1245.0,-6040.0,13.776268994503718,22613000000.0,927.3
133,2024-03-31,IBM US Equity,190.96,185.97808175822792,175061596174.08002,3742169.0,523.07,518.0505355320835,8.14,61860.0,13931.0,12686.0,-1245.0,-6040.0,13.776268994503718,22613000000.0,927.3
134,2024-04-30,IBM US Equity,166.2,161.86404057508105,152671763089.19998,6011634.0,501.98,497.16291858908977,8.83,62071.0,14325.0,13141.0,-1184.0,-6065.0,13.687551352483446,23333000000.0,933.4
135,2024-05-31,IBM US Equity,166.85,164.1101212333005,153268854822.1,4905002.0,527.37,522.3092720353964,8.83,62071.0,14325.0,13141.0,-1184.0,-6065.0,13.687551352483446,23333000000.0,933.4
136,2024-06-30,IBM US Equity,172.95,170.1099518567535,158872331084.69998,4193459.0,544.22,540.7365855645312,8.83,62071.0,14325.0,13141.0,-1184.0,-6065.0,13.687551352483446,23333000000.0,933.4
137,2024-07-31,IBM US Equity,192.14,188.98482885086221,176989414187.3,5558405.0,550.81,547.2844046429742,9.07,62366.0,13753.0,12713.0,-1040.0,-6091.0,14.036494243658403,24103000000.0,934.4
138,2024-08-31,IBM US Equity,202.13,200.54954553,186191684655.35,4750999.0,563.68,560.072027031375,9.07,62366.0,13753.0,12713.0,-1040.0,-6091.0,14.036494243658403,24103000000.0,934.4
139,2024-09-30,IBM US Equity,221.08,219.35137548,203647442950.6,3544264.0,573.76,571.8356089600001,9.07,62366.0,13753.0,12713.0,-1040.0,-6091.0,14.036494243658403,24103000000.0,934.4
140,2024-10-31,IBM US Equity,206.72,205.10365632,191142645821.44,5925250.0,568.64,566.73278144,6.87,62582.0,13578.0,12533.0,-1045.0,-6119.0,13.593365504458152,24530000000.0,923.6
141,2024-11-30,IBM US Equity,227.41,227.41,210273554016.32,2640253.0,602.55,600.5290473,6.87,62582.0,13578.0,12533.0,-1045.0,-6119.0,13.593365504458152,24530000000.0,923.6
142,2024-12-31,IBM US Equity,219.83,219.83,203264743764.16003,2270512.0,586.08,586.08,6.87,62582.0,13578.0,12533.0,-1045.0,-6119.0,13.593365504458152,24530000000.0,923.6
143,2023-12-31,AAPL US Equity,192.53,191.59159229049834,2994371342560.0005,42672148.0,475.31,469.2909390472002,6.13,383285.0,110543.0,99584.0,-10959.0,-15025.0,29.821412265024723,62146000000.0,15672.4
144,2024-01-31,AAPL US Equity,184.4,183.5012186068036,2851173622400.0,55467803.0,482.88,476.76507678591247,6.13,383285.0,110543.0,99584.0,-10959.0,-15025.0,29.821412265024723,62146000000.0,15672.4
145,2024-02-29,AAPL US Equity,180.75,180.09845445038277,2791119990750.0,136682597.0,508.08,501.64595802971,6.42,385706.0,116433.0,106869.0,-9564.0,-15082.0,30.763846038174155,74100000000.0,15576.641
146,2024-03-31,AAPL US Equity,171.48,170.86186981550006,2647973753879.9995,65672690.0,523.07,518.0505355320835,6.42,385706.0,116433.0,106869.0,-9564.0,-15082.0,30.763846038174155,74100000000.0,15576.641
147,2024-04-30,AAPL US Equity,170.33,169.71601519520718,2630215590730.0005,65934776.0,501.98,497.16291858908977,6.42,385706.0,116433.0,106869.0,-9564.0,-15082.0,30.763846038174155,74100000000.0,15576.641
148,2024-05-31,AAPL US Equity,192.25,191.81672049285902,2947977264500.0,75158277.0,527.37,522.3092720353964,6.43,381623.0,110563.0,101919.0,-8644.0,-15142.0,30.98345749601046,74194000000.0,15464.709
149,2024-06-30,AAPL US Equity,210.62,210.14531948091528,3229664350840.0,82542718.0,544.22,540.7365855645312,6.43,381623.0,110563.0,101919.0,-8644.0,-15142.0,30.98345749601046,74194000000.0,15464.709
150,2024-07-31,AAPL US Equity,222.08,221.57949174020354,3405392930560.0,50036262.0,550.81,547.2844046429742,6.43,381623.0,110563.0,101919.0,-8644.0,-15142.0,30.98345749601046,74194000000.0,15464.709
151,2024-08-31,AAPL US Equity,229.0,228.748329,3481747373000.0,52990770.0,563.68,560.072027031375,6.569999999999999,385603.0,113041.0,104339.0,-8702.0,-15188.0,31.274134278000947,66708000000.0,15348.175
152,2024-09-30,AAPL US Equity,233.0,232.743933,3542563921000.0,54793391.0,573.76,571.8356089600001,6.569999999999999,385603.0,113041.0,104339.0,-8702.0,-15188.0,31.274134278000947,66708000000.0,15348.175
153,2024-10-31,AAPL US Equity,225.91,225.66172491,3434766589670.0,64370086.0,568.64,566.73278144,6.08,391035.0,118254.0,108807.0,-9447.0,-15234.0,31.510222870075566,56950000000.0,15242.853
154,2024-11-30,AAPL US Equity,237.33,237.33,3587438272590.0,28481377.0,602.55,600.5290473,6.08,391035.0,118254.0,108807.0,-9447.0,-15234.0,31.510222870075566,56950000000.0,15242.853
155,2024-12-31,AAPL US Equity,250.42,250.42,3785304395660.0,39480718.0,586.08,586.08,6.08,391035.0,118254.0,108807.0,-9447.0,-15234.0,31.510222870075566,56950000000.0,15242.853
156,2024-12-31,IBM US Equity,219.83,219.83,203264743764.16003,2270512.0,586.08,586.08,6.87,62582.0,13578.0,12533.0,-1045.0,-6119.0,13.593365504458152,24530000000.0,923.6
157,2025-01-31,IBM US Equity,255.7,255.7,236431765366.40002,7203519.0,601.82,601.82,6.43,62753.0,13445.0,12318.0,-1127.0,-6147.0,13.360317435023028,27393000000.0,942.4
158,2025-02-07,IBM US Equity,252.33999633789062,252.33999633789062,233324954269.52832,3362408.0,600.77001953125,600.77001953125,6.43,62753.0,13445.0,12318.0,-1127.0,-6147.0,13.360317435023028,27393000000.0,942.4
159,2024-12-31,AAPL US Equity,250.42,250.42,3785304395660.0,39480718.0,586.08,586.08,6.08,391035.0,118254.0,108807.0,-9447.0,-15234.0,31.510222870075566,56950000000.0,15242.853
160,2025-01-31,AAPL US Equity,236.0,236.0,3545209228000.0,101075128.0,601.82,601.82,6.3,395760.0,108294.0,98299.0,-9995.0,-15265.0,31.75535678188801,66758000000.0,15150.865
161,2025-02-07,AAPL US Equity,227.6300048828125,227.6300048828125,3419474550339.9663,39454154.0,600.77001953125,600.77001953125,6.3,395760.0,108294.0,98299.0,-9995.0,-15265.0,31.75535678188801,66758000000.0,15150.865
